id_pedido,fecha_entrega,transportista,status_envio
1143,2025-05-10,Andreani,DEVUELTO
1144,2025-08-29,Correo Argentino,ENTREGADO
1145,2025-04-24,Moto,DEVUELTO
1146,2025-05-29,Moto,EN CAMINO
1147,2025-05-23,Moto,ENTREGADO
1148,2025-04-24,Andreani,ENTREGADO
1149,2026-01-06,Correo Argentino,ENTREGADO
1150,2025-11-06,Correo Argentino,DEVUELTO
1151,2025-03-19,Moto,ENTREGADO
1152,2025-02-17,Ocasa,DEVUELTO
1153,2025-12-05,Ocasa,DEVUELTO
1154,2025-01-20,Moto,ENTREGADO
1155,2025-01-19,Ocasa,ENTREGADO
1156,2025-02-23,Moto,EN CAMINO
1157,2025-09-20,Ocasa,ENTREGADO
1158,2025-02-22,Correo Argentino,ENTREGADO
1159,2025-10-17,Ocasa,DEVUELTO
1160,2025-04-02,Ocasa,DEVUELTO
1161,2025-06-02,Ocasa,ENTREGADO
1162,2025-08-12,Moto,ENTREGADO
1163,2025-04-24,Moto,ENTREGADO
1164,2025-05-19,Andreani,EN CAMINO
1165,2025-08-14,Andreani,DEVUELTO
1166,2025-12-18,Correo Argentino,ENTREGADO
1167,2025-11-18,Ocasa,EN CAMINO
1169,2025-03-27,Correo Argentino,ENTREGADO
1170,2025-08-02,Moto,DEVUELTO
1171,2025-05-30,Correo Argentino,DEVUELTO
1172,2025-11-29,Moto,ENTREGADO
1173,2025-09-02,Andreani,ENTREGADO
1174,2025-07-28,Ocasa,ENTREGADO
1175,2025-06-26,Ocasa,DEVUELTO
1177,2025-02-24,Andreani,ENTREGADO
1178,2025-06-24,Ocasa,DEVUELTO
1179,2025-06-04,Moto,ENTREGADO
1180,2025-12-16,Moto,ENTREGADO
1181,2025-12-13,Correo Argentino,ENTREGADO
1183,2025-07-02,Correo Argentino,DEVUELTO
1184,2025-10-05,Ocasa,DEVUELTO
1185,2025-06-30,Andreani,EN CAMINO
1186,2025-11-01,Ocasa,ENTREGADO
1187,2025-02-23,Ocasa,DEVUELTO
1188,2025-03-15,Ocasa,DEVUELTO
1189,2025-08-25,Andreani,ENTREGADO
1190,2025-04-27,Moto,DEVUELTO
1191,2025-06-07,Ocasa,DEVUELTO
1192,2025-12-09,Correo Argentino,EN CAMINO
1193,2025-06-06,Ocasa,ENTREGADO
1194,2025-10-25,Andreani,DEVUELTO
1195,2025-11-05,Ocasa,EN CAMINO
1196,2025-10-05,Correo Argentino,ENTREGADO
1197,2025-10-12,Ocasa,ENTREGADO
1198,2025-03-03,Moto,ENTREGADO
1199,2025-11-24,Andreani,ENTREGADO
1200,2025-11-26,Andreani,ENTREGADO
1201,2025-05-02,Moto,EN CAMINO
1202,2025-04-26,Moto,DEVUELTO
1203,2025-03-13,Ocasa,ENTREGADO
1205,2025-10-23,Ocasa,ENTREGADO
1206,2025-07-02,Andreani,DEVUELTO
1207,2025-08-15,Ocasa,DEVUELTO
1208,2025-05-03,Ocasa,DEVUELTO
1209,2025-10-07,Ocasa,DEVUELTO
1210,2025-01-05,Moto,ENTREGADO
1211,2025-02-08,Ocasa,DEVUELTO
1212,2025-11-11,Moto,ENTREGADO
1213,2025-12-21,Correo Argentino,ENTREGADO
1214,2025-03-16,Andreani,ENTREGADO
1215,2025-03-30,Moto,ENTREGADO
1217,2025-07-31,Ocasa,ENTREGADO
1218,2025-01-15,Andreani,ENTREGADO
1219,2025-01-31,Andreani,ENTREGADO
1220,2025-04-14,Ocasa,ENTREGADO
1221,2025-03-26,Ocasa,ENTREGADO
1223,2025-06-10,Correo Argentino,ENTREGADO
1224,2025-10-14,Moto,EN CAMINO
1225,2025-11-21,Correo Argentino,ENTREGADO
1226,2025-03-25,Ocasa,ENTREGADO
1227,2025-03-28,Andreani,ENTREGADO
1228,2025-05-14,Correo Argentino,ENTREGADO
1229,2025-05-21,Andreani,DEVUELTO
1230,2025-11-20,Andreani,ENTREGADO
1231,2025-05-18,Correo Argentino,ENTREGADO
1232,2025-03-08,Ocasa,DEVUELTO
1233,2025-06-03,Andreani,ENTREGADO
1234,2025-03-21,Andreani,DEVUELTO
1235,2025-08-04,Moto,ENTREGADO
1236,2025-11-01,Ocasa,ENTREGADO
1239,2025-10-23,Correo Argentino,EN CAMINO
1240,2025-11-19,Andreani,ENTREGADO
1241,2025-04-30,Andreani,ENTREGADO
1242,2025-08-26,Ocasa,DEVUELTO
1243,2025-04-05,Ocasa,DEVUELTO
1244,2025-07-29,Ocasa,DEVUELTO
1245,2025-04-17,Ocasa,ENTREGADO
1246,2025-06-08,Andreani,DEVUELTO
1247,2025-10-29,Correo Argentino,ENTREGADO
1248,2025-10-17,Moto,ENTREGADO
1249,2025-11-18,Correo Argentino,DEVUELTO
1250,2025-02-08,Ocasa,DEVUELTO
1251,2025-07-14,Ocasa,ENTREGADO
1252,2025-05-31,Moto,EN CAMINO
1253,2025-01-27,Andreani,EN CAMINO
1254,2025-02-08,Correo Argentino,ENTREGADO
1255,2025-11-02,Ocasa,DEVUELTO
1256,2025-12-09,Moto,ENTREGADO
1257,2025-02-22,Andreani,EN CAMINO
1258,2025-10-27,Ocasa,ENTREGADO
1259,2025-10-15,Ocasa,ENTREGADO
1260,2025-02-09,Ocasa,EN CAMINO
1261,2025-03-15,Correo Argentino,ENTREGADO
1262,2025-01-22,Correo Argentino,ENTREGADO
1263,2025-09-08,Andreani,DEVUELTO
1264,2025-04-20,Andreani,EN CAMINO
1267,2025-10-02,Ocasa,ENTREGADO
1268,2025-09-18,Ocasa,DEVUELTO
1269,2025-02-04,Ocasa,ENTREGADO
1270,2025-07-05,Ocasa,ENTREGADO
1271,2025-12-17,Moto,ENTREGADO
1272,2025-06-14,Andreani,EN CAMINO
1274,2025-08-07,Ocasa,ENTREGADO
1275,2025-11-08,Correo Argentino,DEVUELTO
1276,2025-03-25,Moto,ENTREGADO
1277,2025-07-20,Ocasa,ENTREGADO
1278,2025-09-19,Ocasa,ENTREGADO
1279,2025-09-15,Moto,DEVUELTO
1280,2025-11-05,Correo Argentino,ENTREGADO
1281,2025-11-11,Ocasa,DEVUELTO
1282,2025-02-20,Ocasa,ENTREGADO
1284,2025-06-28,Ocasa,ENTREGADO
1285,2025-12-27,Moto,ENTREGADO
1287,2025-05-25,Correo Argentino,ENTREGADO
1288,2025-05-15,Andreani,EN CAMINO
1289,2025-06-25,Ocasa,ENTREGADO
1290,2025-12-10,Correo Argentino,DEVUELTO
1291,2025-10-18,Andreani,ENTREGADO
1292,2025-02-16,Andreani,ENTREGADO
1294,2025-10-27,Moto,ENTREGADO
1295,2025-06-08,Ocasa,ENTREGADO
1296,2025-03-22,Correo Argentino,DEVUELTO
1297,2025-01-09,Moto,DEVUELTO
1298,2025-12-12,Correo Argentino,EN CAMINO
1299,2025-09-03,Correo Argentino,ENTREGADO
1300,2025-04-20,Ocasa,ENTREGADO
1301,2025-01-16,Correo Argentino,ENTREGADO
1302,2025-06-29,Moto,DEVUELTO
1304,2025-03-14,Correo Argentino,ENTREGADO
1305,2025-10-29,Andreani,ENTREGADO
1306,2025-02-03,Moto,DEVUELTO
1307,2025-01-07,Andreani,ENTREGADO
1308,2026-01-03,Moto,ENTREGADO
1309,2025-05-20,Andreani,DEVUELTO
1310,2025-12-28,Andreani,EN CAMINO
1312,2025-03-24,Moto,DEVUELTO
1313,2025-09-21,Andreani,ENTREGADO
1314,2025-06-27,Ocasa,DEVUELTO
1315,2025-07-12,Ocasa,DEVUELTO
1316,2025-05-16,Andreani,ENTREGADO
1317,2025-06-02,Ocasa,ENTREGADO
1318,2025-08-24,Andreani,ENTREGADO
1320,2025-03-06,Moto,ENTREGADO
1322,2025-03-27,Andreani,EN CAMINO
1323,2025-10-09,Ocasa,ENTREGADO
1324,2025-04-07,Moto,DEVUELTO
1326,2025-08-29,Correo Argentino,ENTREGADO
1327,2025-07-05,Andreani,DEVUELTO
1328,2025-11-25,Moto,EN CAMINO
1329,2025-09-08,Ocasa,ENTREGADO
1330,2025-10-19,Moto,ENTREGADO
1331,2025-10-02,Andreani,EN CAMINO
1332,2025-09-08,Andreani,ENTREGADO
1333,2025-10-11,Ocasa,DEVUELTO
1335,2025-07-18,Andreani,ENTREGADO
1336,2025-02-08,Moto,EN CAMINO
1337,2025-04-28,Ocasa,DEVUELTO
1338,2025-02-28,Ocasa,DEVUELTO
1339,2025-02-20,Moto,ENTREGADO
1340,2025-09-04,Andreani,DEVUELTO
1341,2025-10-30,Andreani,EN CAMINO
1342,2025-02-20,Andreani,EN CAMINO
1343,2025-01-22,Ocasa,DEVUELTO
1344,2025-12-24,Ocasa,ENTREGADO
1345,2025-08-24,Andreani,ENTREGADO
1346,2025-05-27,Andreani,ENTREGADO
1347,2025-06-06,Ocasa,EN CAMINO
1348,2025-08-14,Andreani,ENTREGADO
1349,2025-01-24,Moto,ENTREGADO
1350,2025-01-29,Correo Argentino,DEVUELTO
1351,2025-08-01,Andreani,ENTREGADO
1352,2025-01-13,Andreani,ENTREGADO
1353,2025-09-20,Andreani,EN CAMINO
1354,2026-01-07,Correo Argentino,ENTREGADO
1355,2025-01-31,Ocasa,ENTREGADO
1356,2025-08-04,Moto,DEVUELTO
1357,2025-06-28,Moto,ENTREGADO
1358,2025-06-04,Ocasa,ENTREGADO
1359,2025-06-12,Moto,EN CAMINO
1360,2025-04-29,Ocasa,ENTREGADO
1361,2025-12-12,Moto,EN CAMINO
1362,2025-04-05,Andreani,ENTREGADO
1363,2025-05-08,Andreani,ENTREGADO
1364,2025-11-29,Correo Argentino,ENTREGADO
1365,2025-03-22,Moto,ENTREGADO
1366,2025-03-23,Ocasa,EN CAMINO
1367,2025-01-16,Correo Argentino,ENTREGADO
1368,2025-09-25,Ocasa,EN CAMINO
1369,2025-02-03,Andreani,DEVUELTO
1370,2025-09-15,Correo Argentino,ENTREGADO
1371,2025-01-17,Andreani,DEVUELTO
1372,2025-01-29,Moto,ENTREGADO
1373,2025-06-05,Ocasa,EN CAMINO
1374,2025-02-03,Ocasa,DEVUELTO
1375,2025-10-30,Correo Argentino,ENTREGADO
1376,2025-11-02,Andreani,ENTREGADO
1377,2025-07-19,Moto,DEVUELTO
1378,2025-02-27,Ocasa,EN CAMINO
1379,2025-12-27,Andreani,DEVUELTO
1380,2025-11-21,Moto,EN CAMINO
1382,2025-12-26,Andreani,ENTREGADO
1383,2025-04-24,Ocasa,EN CAMINO
1384,2025-10-06,Andreani,DEVUELTO
1385,2025-03-17,Correo Argentino,ENTREGADO
1386,2025-10-22,Andreani,ENTREGADO
1387,2025-08-30,Moto,EN CAMINO
1388,2025-11-14,Andreani,ENTREGADO
1389,2025-01-20,Correo Argentino,DEVUELTO
1390,2025-02-16,Moto,EN CAMINO
1391,2025-02-10,Moto,EN CAMINO
1392,2025-06-05,Andreani,EN CAMINO
1393,2025-02-12,Moto,ENTREGADO
1394,2025-06-04,Ocasa,EN CAMINO
1396,2025-12-22,Andreani,ENTREGADO
1397,2025-04-06,Ocasa,ENTREGADO
1398,2025-06-01,Andreani,EN CAMINO
1399,2025-10-09,Correo Argentino,DEVUELTO
1400,2025-04-25,Ocasa,ENTREGADO
1401,2025-03-23,Moto,DEVUELTO
1402,2025-04-21,Moto,ENTREGADO
1403,2025-03-17,Ocasa,EN CAMINO
1404,2025-04-11,Andreani,EN CAMINO
1405,2025-10-04,Moto,ENTREGADO
1406,2025-07-30,Ocasa,DEVUELTO
1408,2025-06-07,Correo Argentino,EN CAMINO
1409,2025-03-07,Correo Argentino,ENTREGADO
1410,2025-07-03,Correo Argentino,ENTREGADO
1411,2025-09-07,Correo Argentino,DEVUELTO
1412,2025-03-23,Andreani,ENTREGADO
1413,2025-09-18,Ocasa,EN CAMINO
1414,2025-06-11,Andreani,ENTREGADO
1415,2025-02-14,Correo Argentino,ENTREGADO
1416,2025-01-17,Andreani,DEVUELTO
1417,2025-06-25,Ocasa,DEVUELTO
1418,2025-09-19,Andreani,ENTREGADO
1419,2025-03-17,Ocasa,ENTREGADO
1420,2025-11-12,Andreani,ENTREGADO
1421,2025-05-26,Andreani,DEVUELTO
1422,2025-03-25,Correo Argentino,ENTREGADO
1423,2025-01-31,Andreani,ENTREGADO
1424,2025-05-12,Correo Argentino,ENTREGADO
1425,2026-01-01,Ocasa,DEVUELTO
1426,2025-02-23,Ocasa,ENTREGADO
1427,2025-03-08,Moto,EN CAMINO
1428,2025-12-08,Andreani,ENTREGADO
1429,2026-01-02,Ocasa,EN CAMINO
1430,2025-02-18,Andreani,EN CAMINO
1431,2025-07-22,Moto,ENTREGADO
1432,2025-02-15,Ocasa,DEVUELTO
1433,2025-02-11,Moto,EN CAMINO
1434,2025-04-11,Ocasa,EN CAMINO
1435,2025-07-06,Moto,DEVUELTO
1436,2025-05-17,Correo Argentino,ENTREGADO
1437,2025-03-28,Correo Argentino,DEVUELTO
1438,2025-05-21,Andreani,ENTREGADO
1439,2025-10-24,Andreani,DEVUELTO
1440,2025-11-25,Andreani,ENTREGADO
1441,2025-10-08,Andreani,EN CAMINO
1442,2025-04-02,Andreani,DEVUELTO
1443,2025-05-26,Ocasa,DEVUELTO
1444,2025-10-31,Moto,DEVUELTO
1445,2025-09-07,Correo Argentino,ENTREGADO
1446,2025-03-16,Ocasa,DEVUELTO
1447,2026-01-03,Andreani,ENTREGADO
1448,2025-07-31,Moto,DEVUELTO
1450,2025-09-06,Correo Argentino,DEVUELTO
1452,2025-10-06,Andreani,ENTREGADO
1453,2025-03-29,Andreani,ENTREGADO
1454,2025-07-28,Ocasa,DEVUELTO
1455,2025-05-07,Andreani,EN CAMINO
1456,2025-09-27,Correo Argentino,EN CAMINO
1457,2025-04-12,Correo Argentino,ENTREGADO
1458,2025-07-12,Correo Argentino,DEVUELTO
1459,2025-11-06,Correo Argentino,ENTREGADO
1460,2025-02-11,Correo Argentino,ENTREGADO
1461,2025-10-05,Ocasa,ENTREGADO
1462,2025-05-26,Ocasa,DEVUELTO
1463,2025-11-05,Ocasa,DEVUELTO
1464,2025-10-18,Moto,ENTREGADO
1465,2025-10-24,Andreani,DEVUELTO
1466,2025-04-24,Ocasa,ENTREGADO
1467,2025-10-11,Moto,ENTREGADO
1468,2026-01-04,Ocasa,DEVUELTO
1469,2025-05-15,Correo Argentino,ENTREGADO
1470,2025-05-23,Moto,DEVUELTO
1471,2025-08-10,Correo Argentino,DEVUELTO
1472,2025-03-05,Correo Argentino,ENTREGADO
1473,2025-10-08,Correo Argentino,EN CAMINO
1474,2025-09-27,Andreani,ENTREGADO
1475,2025-08-23,Andreani,ENTREGADO
1477,2025-09-09,Moto,EN CAMINO
1478,2025-07-28,Moto,EN CAMINO
1479,2025-09-26,Moto,DEVUELTO
1481,2026-01-01,Ocasa,DEVUELTO
1482,2025-12-22,Correo Argentino,ENTREGADO
1483,2025-05-26,Andreani,ENTREGADO
1484,2025-06-18,Andreani,EN CAMINO
1485,2025-10-28,Correo Argentino,ENTREGADO
1486,2025-02-14,Correo Argentino,EN CAMINO
1487,2025-09-06,Ocasa,EN CAMINO
1488,2025-04-20,Moto,EN CAMINO
1489,2025-02-02,Moto,DEVUELTO
1490,2025-07-23,Andreani,EN CAMINO
1491,2025-02-06,Ocasa,ENTREGADO
1492,2025-08-08,Correo Argentino,ENTREGADO
1493,2025-12-24,Moto,ENTREGADO
1494,2025-08-17,Andreani,ENTREGADO
1495,2025-05-20,Moto,ENTREGADO
1496,2025-07-18,Correo Argentino,ENTREGADO
1497,2025-04-02,Andreani,ENTREGADO
1498,2025-08-19,Moto,DEVUELTO
1499,2025-09-07,Correo Argentino,ENTREGADO
1500,2025-10-27,Correo Argentino,DEVUELTO
1501,2025-10-14,Andreani,ENTREGADO
1502,2025-12-14,Andreani,ENTREGADO
1503,2025-12-12,Correo Argentino,ENTREGADO
1505,2025-01-26,Ocasa,DEVUELTO
1506,2025-03-08,Andreani,ENTREGADO
1507,2025-05-24,Andreani,ENTREGADO
1508,2025-04-08,Ocasa,ENTREGADO
1509,2025-02-03,Correo Argentino,DEVUELTO
1510,2025-02-11,Andreani,ENTREGADO
1512,2025-01-29,Moto,ENTREGADO
1513,2025-11-22,Andreani,EN CAMINO
1514,2025-04-13,Ocasa,DEVUELTO
1515,2025-08-23,Ocasa,EN CAMINO
1516,2025-12-08,Moto,ENTREGADO
1517,2025-01-16,Ocasa,ENTREGADO
1518,2025-02-15,Correo Argentino,DEVUELTO
1519,2025-06-14,Moto,ENTREGADO
1520,2025-11-14,Ocasa,ENTREGADO
1521,2025-02-05,Correo Argentino,EN CAMINO
1522,2025-09-27,Ocasa,ENTREGADO
1524,2025-01-26,Moto,EN CAMINO
1525,2025-01-20,Moto,DEVUELTO
1526,2025-10-03,Andreani,ENTREGADO
1527,2025-02-21,Moto,ENTREGADO
1528,2025-11-07,Andreani,ENTREGADO
1529,2025-03-09,Andreani,ENTREGADO
1530,2025-08-18,Andreani,ENTREGADO
1531,2025-06-04,Moto,DEVUELTO
1532,2025-09-22,Moto,EN CAMINO
1533,2025-06-14,Correo Argentino,EN CAMINO
1534,2025-07-11,Ocasa,DEVUELTO
1536,2025-07-04,Ocasa,DEVUELTO
1538,2025-07-27,Ocasa,EN CAMINO
1539,2025-12-19,Ocasa,EN CAMINO
1540,2025-12-28,Moto,DEVUELTO
1541,2025-03-06,Andreani,DEVUELTO
1542,2025-09-20,Correo Argentino,EN CAMINO
1543,2025-05-17,Moto,ENTREGADO
1544,2025-05-03,Andreani,DEVUELTO
1545,2026-01-07,Correo Argentino,DEVUELTO
1546,2025-03-05,Ocasa,DEVUELTO
1547,2025-02-07,Andreani,EN CAMINO
1548,2025-07-30,Moto,ENTREGADO
1549,2025-11-11,Andreani,ENTREGADO
1550,2025-11-22,Correo Argentino,DEVUELTO
1551,2025-03-01,Andreani,ENTREGADO
1552,2025-02-10,Andreani,ENTREGADO
1554,2025-06-30,Ocasa,ENTREGADO
1555,2025-01-17,Moto,DEVUELTO
1556,2025-05-01,Andreani,ENTREGADO
1557,2025-10-17,Ocasa,EN CAMINO
1558,2025-02-28,Ocasa,ENTREGADO
1559,2025-03-19,Andreani,ENTREGADO
1560,2025-08-22,Correo Argentino,ENTREGADO
1561,2025-03-13,Correo Argentino,ENTREGADO
1562,2025-09-15,Andreani,DEVUELTO
1563,2025-04-07,Andreani,DEVUELTO
1564,2025-06-27,Ocasa,ENTREGADO
1565,2025-07-14,Ocasa,ENTREGADO
1566,2025-12-11,Correo Argentino,ENTREGADO
1567,2025-08-08,Ocasa,ENTREGADO
1568,2025-02-25,Ocasa,EN CAMINO
1569,2025-03-20,Andreani,EN CAMINO
1570,2025-10-13,Ocasa,ENTREGADO
1571,2025-02-19,Andreani,ENTREGADO
1572,2025-02-12,Andreani,ENTREGADO
1573,2025-07-19,Andreani,ENTREGADO
1575,2025-03-11,Ocasa,EN CAMINO
1576,2025-06-14,Ocasa,ENTREGADO
1577,2025-12-04,Andreani,DEVUELTO
1578,2025-12-23,Andreani,ENTREGADO
1580,2025-12-05,Andreani,DEVUELTO
1581,2025-02-14,Ocasa,ENTREGADO
1582,2025-05-29,Ocasa,EN CAMINO
1583,2025-10-02,Correo Argentino,DEVUELTO
1584,2025-03-25,Andreani,ENTREGADO
1585,2025-07-06,Ocasa,DEVUELTO
1586,2025-05-19,Moto,ENTREGADO
1587,2025-09-11,Correo Argentino,ENTREGADO
1588,2025-10-16,Ocasa,DEVUELTO
1589,2025-03-07,Andreani,EN CAMINO
1590,2025-11-22,Moto,ENTREGADO
1591,2025-11-14,Moto,EN CAMINO
1592,2025-08-18,Moto,EN CAMINO
1593,2025-01-28,Ocasa,DEVUELTO
1594,2025-03-31,Ocasa,ENTREGADO
1595,2025-09-04,Andreani,ENTREGADO
1596,2025-06-01,Moto,ENTREGADO
1597,2025-03-21,Andreani,ENTREGADO
1598,2025-02-05,Andreani,DEVUELTO
1599,2025-07-22,Andreani,DEVUELTO
1600,2025-02-02,Ocasa,ENTREGADO
1601,2025-10-09,Moto,ENTREGADO
1602,2025-04-12,Andreani,DEVUELTO
1603,2025-05-13,Correo Argentino,EN CAMINO
1605,2025-08-06,Moto,ENTREGADO
1606,2025-03-07,Moto,ENTREGADO
1607,2025-10-12,Correo Argentino,ENTREGADO
1608,2025-06-12,Correo Argentino,ENTREGADO
1609,2025-01-26,Andreani,ENTREGADO
1610,2025-05-20,Ocasa,DEVUELTO
1611,2025-10-21,Correo Argentino,ENTREGADO
1614,2025-12-16,Ocasa,DEVUELTO
1615,2025-09-16,Ocasa,ENTREGADO
1616,2025-05-11,Moto,DEVUELTO
1617,2025-04-28,Andreani,ENTREGADO
1618,2025-01-11,Andreani,EN CAMINO
1619,2025-12-15,Moto,DEVUELTO
1620,2025-05-26,Ocasa,ENTREGADO
1621,2025-06-16,Andreani,ENTREGADO
1622,2025-06-07,Ocasa,ENTREGADO
1623,2025-12-06,Andreani,ENTREGADO
1625,2025-07-11,Andreani,EN CAMINO
1626,2025-05-24,Andreani,EN CAMINO
1627,2025-07-11,Correo Argentino,DEVUELTO
1628,2025-03-16,Ocasa,ENTREGADO
1629,2025-06-03,Moto,DEVUELTO
1630,2025-09-27,Correo Argentino,ENTREGADO
1631,2025-10-23,Ocasa,ENTREGADO
